t, az, alt, rAz, rAlt, q1, q2, camX, camY, azOff, altOff
1691536540, 254.427, 44.6664, 74.4274, 44.6664, -48.087, -86.1192, 0, 0, 0, 0
1691536540, 254.427, 44.6664, 74.4274, 44.6664, -48.087, -86.1192, 0, 0, 9.77398, 3.27441
1691536540, 254.428, 44.6657, 82.0215, 43.9273, -48.087, -86.1192, 0, 0, 9.77398, 3.27441
1691536540, 254.428, 44.6657, 82.0215, 43.9273, -48.087, -86.1192, 0, 0, 2.17988, 4.01354
1691536540, 254.428, 44.6657, 82.0215, 43.9273, -48.087, -86.1192, 0, 0, 2.17988, 4.01354
1691536540, 254.428, 44.6657, 82.0215, 43.9273, -48.087, -86.1192, 0, 0, 2.17988, 4.01354
1691536541, 254.428, 44.6657, 82.0215, 43.9273, -47.7918, -85.9122, 0, 0, 2.17988, 4.01354
1691536541, 254.429, 44.6649, 82.0318, 43.9376, -47.7918, -85.9122, 0, 0, 2.17988, 4.01354
1691536541, 254.429, 44.6649, 82.0318, 43.9376, -44.5356, -82.6686, 0, 0, 1.89605, 3.6937
1691536541, 254.429, 44.6649, 82.0318, 43.9376, -38.1906, -76.2912, 0, 0, -2.26331, 0.138882
1691536541, 254.429, 44.6649, 82.0318, 43.9376, -31.3038, -69.4044, 0, 0, -9.27451, -7.02
1691536541, 254.43, 44.6639, 82.0134, 43.9273, -31.3038, -69.4044, 0, 0, -15.7724, -14.8355
1691536541, 254.43, 44.6639, 82.0134, 43.9273, -24.4152, -62.5194, 0, 0, -15.754, -14.8251
1691536541, 254.43, 44.6639, 82.0134, 43.9273, -17.838, -55.9062, 0, 0, -21.7492, -22.4146
1691536541, 254.43, 44.6639, 82.0134, 43.9273, -14.1822, -52.2558, 0, 0, -27.4292, -29.2322
1691536541, 254.431, 44.6631, 82.0738, 43.9159, -14.1822, -52.2558, 0, 0, -30.6193, -32.7562
1691536541, 254.431, 44.6631, 82.0738, 43.9159, -13.7646, -51.786, 0, 0, -30.6796, -32.7448
1691536541, 254.431, 44.6631, 82.0738, 43.9159, -16.1874, -54.6354, 0, 0, -31.1019, -33.1413
1691536541, 254.432, 44.6623, 82.2741, 43.9378, -16.1874, -54.6354, 0, 0, -28.5394, -30.7753
1691536541, 254.432, 44.6623, 82.2741, 43.9378, -19.6056, -58.446, 0, 0, -28.7397, -30.7972
1691536541, 254.432, 44.6623, 82.2741, 43.9378, -25.7058, -64.9764, 0, 0, -25.3741, -27.3232
1691536542, 254.432, 44.6623, 82.2741, 43.9378, -32.6574, -71.8938, 0, 0, -19.662, -20.7943
1691536542, 254.432, 44.6623, 82.2741, 43.9378, -39.5838, -78.8112, 0, 0, -13.4986, -13.081
1691536542, 254.432, 44.6623, 82.2741, 43.9378, -46.314, -85.572, 0, 0, -6.66864, -5.24865
1691536542, 254.433, 44.6608, 82.326, 43.9267, -46.314, -85.572, 0, 0, 1.32899, 2.19745
1691536542, 254.433, 44.6608, 82.326, 43.9267, -52.7904, -92.2212, 0, 0, 1.27704, 2.20854
1691536542, 254.433, 44.6608, 82.326, 43.9267, -59.1192, -98.8398, 0, 0, 11.3438, 8.80704
1691536542, 254.434, 44.6601, 82.3104, 43.9482, -59.1192, -98.8398, 0, 0, 24.5311, 14.0727
1691536542, 254.434, 44.6601, 82.3104, 43.9482, -62.7048, -102.51, 0, 0, 24.5311, 14.0727
1691536542, 254.434, 44.6601, 82.3104, 43.9482, -64.2492, -103.781, 0, 0, 33.5093, 16.2279
1691536542, 254.434, 44.6601, 82.3104, 43.9482, -63.6048, -102.908, 0, 0, 37.1361, 17.069
1691536542, 254.435, 44.6593, 82.2627, 43.9476, -63.6048, -102.908, 0, 0, 34.9611, 16.8744
1691536542, 254.435, 44.6593, 82.2627, 43.9476, -62.8434, -102.449, 0, 0, 35.0087, 16.875
1691536542, 254.435, 44.6593, 82.2627, 43.9476, -59.6124, -99.3078, 0, 0, 33.5488, 16.3769
1691536543, 254.435, 44.6593, 82.2627, 43.9476, -55.773, -95.6394, 0, 0, 25.6898, 14.402
1691536543, 254.436, 44.6583, 82.253, 43.9441, -55.773, -95.6394, 0, 0, 17.6944, 11.4199
1691536543, 254.436, 44.6583, 82.253, 43.9441, -49.6566, -89.5878, 0, 0, 17.7042, 11.4233
1691536543, 254.436, 44.6583, 82.253, 43.9441, -44.8974, -84.9672, 0, 0, 7.11033, 5.71072
1691536543, 254.436, 44.6583, 82.253, 43.9441, -40.4586, -80.7444, 0, 0, 0.660334, 0.733578
1691536543, 254.436, 44.6583, 82.253, 43.9441, -36.4842, -76.9374, 0, 0, -4.34167, -4.11874
1691536543, 254.436, 44.6583, 82.253, 43.9441, -33.5322, -74.3454, 0, 0, -8.3497, -8.54878
1691536543, 254.438, 44.6568, 82.3675, 43.9593, -33.5322, -74.3454, 0, 0, -10.8346, -11.8092
1691536543, 254.438, 44.6568, 82.3675, 43.9593, -31.1112, -72.2592, 0, 0, -10.9492, -11.8244
1691536543, 254.438, 44.6568, 82.3675, 43.9593, -28.701, -69.9084, 0, 0, -12.8568, -14.4787
1691536543, 254.438, 44.6568, 82.3675, 43.9593, -28.9908, -70.2954, 0, 0, -15.0045, -17.1505
1691536543, 254.439, 44.656, 82.3685, 43.9272, -28.9908, -70.2954, 0, 0, -15.0045, -17.1505
1691536543, 254.439, 44.656, 82.3685, 43.9272, -30.7062, -72.297, 0, 0, -14.635, -16.7793
1691536543, 254.439, 44.656, 82.3685, 43.9272, -33.1452, -74.8386, 0, 0, -12.7358, -14.8193
1691536544, 254.439, 44.656, 82.3685, 43.9272, -36.0342, -77.5458, 0, 0, -10.3016, -12.0749
1691536544, 254.439, 44.656, 82.3685, 43.9272, -39.9492, -81.4986, 0, 0, -7.64408, -8.86776
1691536544, 254.439, 44.656, 82.3685, 43.9272, -43.812, -85.2876, 0, 0, -3.40168, -4.50326
1691536544, 254.44, 44.6544, 82.3783, 43.9413, -43.812, -85.2876, 0, 0, 1.11467, -0.300687
1691536544, 254.44, 44.6544, 82.3783, 43.9413, -47.4066, -88.6284, 0, 0, 1.10485, -0.314825
1691536544, 254.44, 44.6544, 82.3783, 43.9413, -50.7168, -91.7298, 0, 0, 5.59555, 3.44744
1691536544, 254.44, 44.6544, 82.3783, 43.9413, -52.7472, -93.2688, 0, 0, 10.3525, 6.74359
1691536544, 254.441, 44.6536, 82.3554, 43.9732, -52.7472, -93.2688, 0, 0, 10.3525, 6.74359
1691536544, 254.441, 44.6536, 82.3554, 43.9732, -54, -94.0662, 0, 0, 13.0346, 8.65162
1691536544, 254.441, 44.6536, 82.3554, 43.9732, -54.3222, -93.9708, 0, 0, 14.5406, 9.82878
1691536544, 254.442, 44.6529, 82.3188, 43.9391, -54.3222, -93.9708, 0, 0, 14.432, 10.1579
1691536544, 254.442, 44.6529, 82.3188, 43.9391, -54.1674, -93.5352, 0, 0, 14.4685, 10.192
1691536544, 254.442, 44.6529, 82.3188, 43.9391, -52.479, -91.4346, 0, 0, 13.7053, 10.0776
1691536545, 254.443, 44.6521, 82.3029, 43.9476, -52.479, -91.4346, 0, 0, 10.0358, 8.51656
1691536545, 254.443, 44.6521, 82.3029, 43.9476, -50.274, -89.1594, 0, 0, 10.0517, 8.50798
1691536545, 254.443, 44.6521, 82.3029, 43.9476, -48.0924, -87.0246, 0, 0, 6.38198, 6.31894
1691536545, 254.443, 44.6521, 82.3029, 43.9476, -45.6966, -84.7998, 0, 0, 3.24741, 4.05877
1691536545, 254.443, 44.6521, 82.3029, 43.9476, -43.3458, -82.6596, 0, 0, 0.273156, 1.50785
1691536545, 254.443, 44.6521, 82.3029, 43.9476, -41.2308, -80.8902, 0, 0, -2.34801, -1.04344
1691536545, 254.443, 44.6521, 82.3029, 43.9476, -39.4038, -79.533, 0, 0, -4.33891, -3.34716
1691536545, 254.445, 44.6504, 82.3415, 43.9419, -39.4038, -79.533, 0, 0, -5.74936, -5.32277
1691536545, 254.445, 44.6504, 82.3415, 43.9419, -37.7604, -78.1776, 0, 0, -5.78798, -5.31703
1691536545, 254.445, 44.6504, 82.3415, 43.9419, -37.674, -78.7914, 0, 0, -7.17126, -7.11704
1691536545, 254.445, 44.6497, 82.3647, 43.9299, -37.674, -78.7914, 0, 0, -6.39725, -7.10706
1691536545, 254.445, 44.6497, 82.3647, 43.9299, -37.7424, -79.2954, 0, 0, -6.42045, -7.09504
1691536545, 254.445, 44.6497, 82.3647, 43.9299, -38.5272, -80.3538, 0, 0, -5.80907, -6.95533
1691536545, 254.445, 44.6497, 82.3647, 43.9299, -39.8196, -81.7182, 0, 0, -4.62242, -6.04484
1691536546, 254.446, 44.6489, 82.3677, 43.9368, -39.8196, -81.7182, 0, 0, -3.09587, -4.60667
1691536546, 254.446, 44.6489, 82.3677, 43.9368, -41.2092, -83.1258, 0, 0, -3.09884, -4.61361
1691536546, 254.446, 44.6489, 82.3677, 43.9368, -42.9534, -84.8934, 0, 0, -1.47185, -3.08734
1691536546, 254.447, 44.6481, 82.3502, 43.9465, -42.9534, -84.8934, 0, 0, 0.671132, -1.19479
1691536546, 254.447, 44.6481, 82.3502, 43.9465, -44.487, -86.0508, 0, 0, 0.688574, -1.20445
1691536546, 254.447, 44.6481, 82.3502, 43.9465, -45.7956, -86.6502, 0, 0, 2.12251, 0.407029
1691536546, 254.447, 44.6481, 82.3502, 43.9465, -46.7082, -87.1362, 0, 0, 2.85102, 1.74855
1691536546, 254.447, 44.6481, 82.3502, 43.9465, -47.5344, -87.5754, 0, 0, 3.47729, 2.68581
1691536546, 254.448, 44.6472, 82.3561, 43.9442, -47.5344, -87.5754, 0, 0, 3.47729, 2.68581
1691536546, 254.448, 44.6472, 82.3561, 43.9442, -47.8512, -87.4656, 0, 0, 4.0552, 3.5342
1691536546, 254.448, 44.6472, 82.3561, 43.9442, -47.682, -86.7672, 0, 0, 3.87014, 3.84513
1691536546, 254.448, 44.6472, 82.3561, 43.9442, -46.7532, -85.3632, 0, 0, 2.84817, 3.63777
1691536546, 254.448, 44.6472, 82.3561, 43.9442, -46.1484, -84.699, 0, 0, 0.892816, 2.61002
1691536547, 254.45, 44.6456, 82.3615, 43.9323, -46.1484, -84.699, 0, 0, 0.0157052, 1.94972
1691536547, 254.45, 44.6456, 82.3615, 43.9323, -45.3906, -83.9484, 0, 0, 0.0157052, 1.94972
1691536547, 254.45, 44.6456, 82.3615, 43.9323, -44.5158, -83.2086, 0, 0, -0.946096, 1.13559
1691536547, 254.45, 44.6456, 82.3615, 43.9323, -43.659, -82.6578, 0, 0, -1.84321, 0.189582
1691536547, 254.45, 44.6449, 82.363, 43.9359, -43.659, -82.6578, 0, 0, -2.46027, -0.7199
1691536547, 254.45, 44.6449, 82.363, 43.9359, -42.9894, -82.4256, 0, 0, -2.46174, -0.723507
1691536547, 254.45, 44.6449, 82.363, 43.9359, -42.5178, -82.44, 0, 0, -2.66614, -1.41074
1691536547, 254.451, 44.6441, 82.3549, 43.9267, -42.5178, -82.44, 0, 0, -2.57043, -1.87306
1691536547, 254.451, 44.6441, 82.3549, 43.9267, -42.3324, -82.6146, 0, 0, -2.56231, -1.86393
1691536547, 254.451, 44.6441, 82.3549, 43.9267, -44.5032, -85.2498, 0, 0, -2.29989, -2.02586
1691536547, 254.451, 44.6441, 82.3549, 43.9267, -44.7606, -85.8708, 0, 0, 0.999476, 0.383375
1691536547, 254.451, 44.6441, 82.3549, 43.9267, -44.9892, -86.3532, 0, 0, 1.83965, 0.686568
1691536547, 254.452, 44.6432, 82.3619, 43.9253, -44.9892, -86.3532, 0, 0, 1.83965, 0.686568
1691536547, 254.452, 44.6432, 82.3619, 43.9253, -45.4176, -86.9274, 0, 0, 2.48864, 0.948071
1691536548, 254.452, 44.6432, 82.3619, 43.9253, -45.9468, -87.246, 0, 0, 3.26506, 1.40881
1691536548, 254.452, 44.6432, 82.3619, 43.9253, -46.3248, -87.2766, 0, 0, 3.68061, 1.95317
1691536548, 254.452, 44.6432, 82.3619, 43.9253, -46.0566, -86.688, 0, 0, 3.69764, 2.33179
1691536548, 254.454, 44.6417, 82.349, 43.9291, -46.0566, -86.688, 0, 0, 2.8711, 2.03212
1691536548, 254.454, 44.6417, 82.349, 43.9291, -45.882, -86.2092, 0, 0, 2.88403, 2.02825
1691536548, 254.454, 44.6417, 82.349, 43.9291, -45.6876, -85.7304, 0, 0, 2.21397, 1.82372
1691536548, 254.454, 44.6417, 82.349, 43.9291, -45.3888, -85.1994, 0, 0, 1.55092, 1.59582
1691536548, 254.455, 44.6409, 82.35, 43.9342, -45.3888, -85.1994, 0, 0, 0.831749, 1.25628
1691536548, 254.455, 44.6409, 82.35, 43.9342, -44.8956, -84.5244, 0, 0, 0.830725, 1.25123
1691536548, 254.455, 44.6409, 82.35, 43.9342, -44.388, -83.9322, 0, 0, -0.0564048, 0.701494
1691536548, 254.455, 44.6402, 82.3591, 43.934, -44.388, -83.9322, 0, 0, -0.810803, 0.140425
1691536548, 254.455, 44.6402, 82.3591, 43.934, -44.2062, -83.6604, 0, 0, -0.819937, 0.140634
1691536548, 254.455, 44.6402, 82.3591, 43.934, -45.8424, -85.7718, 0, 0, -1.16918, -0.0676056
1691536548, 254.455, 44.6402, 82.3591, 43.934, -45.6372, -85.869, 0, 0, 1.58303, 1.74805
1691536549, 254.455, 44.6402, 82.3591, 43.934, -45.4266, -85.824, 0, 0, 1.74334, 1.55121
1691536549, 254.457, 44.6391, 82.3737, 43.9354, -45.4266, -85.824, 0, 0, 1.70145, 1.33842
1691536549, 254.457, 44.6391, 82.3737, 43.9354, -45.3996, -86.0112, 0, 0, 1.68686, 1.33701
1691536549, 254.457, 44.6391, 82.3737, 43.9354, -45.4302, -86.4306, 0, 0, 1.95491, 1.32364
1691536549, 254.457, 44.6384, 82.3743, 43.9412, -45.4302, -86.4306, 0, 0, 2.54681, 1.38208
1691536549, 254.457, 44.6384, 82.3743, 43.9412, -45.4302, -86.8464, 0, 0, 2.54622, 1.3763
1691536549, 254.457, 44.6384, 82.3743, 43.9412, -44.955, -86.3226, 0, 0, 3.13663, 1.40101
1691536549, 254.457, 44.6384, 82.3743, 43.9412, -44.6868, -86.0382, 0, 0, 2.43623, 0.896153
1691536549, 254.457, 44.6384, 82.3743, 43.9412, -44.4258, -85.7052, 0, 0, 2.0619, 0.610349
1691536549, 254.457, 44.6384, 82.3743, 43.9412, -44.172, -85.2498, 0, 0, 1.62267, 0.327134
1691536549, 254.459, 44.6369, 82.3724, 43.9308, -44.172, -85.2498, 0, 0, 1.01715, 0.0399369
1691536549, 254.459, 44.6369, 82.3724, 43.9308, -43.8966, -84.7602, 0, 0, 1.01911, 0.0503619
1691536549, 254.459, 44.6369, 82.3724, 43.9308, -43.6968, -84.3768, 0, 0, 0.374777, -0.264091
1691536550, 254.459, 44.6369, 82.3724, 43.9308, -43.6014, -84.0708, 0, 0, -0.12725, -0.496833
1691536550, 254.46, 44.6361, 82.3678, 43.9351, -43.6014, -84.0708, 0, 0, -0.12725, -0.496833
1691536550, 254.46, 44.6361, 82.3678, 43.9351, -43.5528, -83.8152, 0, 0, -0.529206, -0.624888
1691536550, 254.46, 44.6361, 82.3678, 43.9351, -43.5492, -83.6478, 0, 0, -0.871874, -0.69851
1691536550, 254.461, 44.6354, 82.3697, 43.9249, -43.5492, -83.6478, 0, 0, -1.09988, -0.719352
1691536550, 254.461, 44.6354, 82.3697, 43.9249, -43.569, -83.5578, 0, 0, -1.10178, -0.709118
1691536550, 254.461, 44.6354, 82.3697, 43.9249, -43.6878, -83.6694, 0, 0, -1.22744, -0.699033
1691536550, 254.461, 44.6354, 82.3697, 43.9249, -43.839, -83.7864, 0, 0, -1.09207, -0.569862
1691536550, 254.462, 44.6344, 82.3668, 43.9219, -43.839, -83.7864, 0, 0, -0.953362, -0.408207
1691536550, 254.462, 44.6344, 82.3668, 43.9219, -43.9794, -83.952, 0, 0, -0.950502, -0.405304
1691536550, 254.462, 44.6344, 82.3668, 43.9219, -44.1486, -84.1698, 0, 0, -0.742759, -0.249503
