P, I, D, input, setpoint, err, dErr, int, t
0.00256537, -3.62954e-07, 0, 163490, 163516, 25.6537, 0, -36295.4, 32.3342
0.0085608, -3.6289e-07, 0.00975167, 163416, 163502, 85.608, 812.639, -36289, 32.408
0.0211608, -3.62687e-07, 0.0157528, 163290, 163502, 211.608, 1312.73, -36268.7, 32.504
0.0226196, -3.62539e-07, 0.00267285, 163290, 163516, 226.196, 222.738, -36253.9, 32.5695
0.0288196, -3.62449e-07, 0.0238989, 163228, 163516, 288.196, 1991.57, -36244.9, 32.6006
0.0269794, -3.62192e-07, -0.00231174, 163234, 163504, 269.794, -192.645, -36219.2, 32.6961
0.026347, -3.61938e-07, -0.000787495, 163240, 163503, 263.47, -65.6246, -36193.8, 32.7925
0.027254, -3.61844e-07, 0.00317732, 163240, 163513, 272.54, 264.777, -36184.4, 32.8267
0.0257002, -3.61677e-07, -0.00285749, 163248, 163505, 257.002, -238.124, -36167.7, 32.892
0.0226002, -3.61468e-07, -0.0040184, 163279, 163505, 226.002, -334.867, -36146.8, 32.9846
0.0221372, -3.61286e-07, -0.000676319, 163279, 163500, 221.372, -56.3599, -36128.6, 33.0667
0.0161372, -3.61263e-07, -0.0524494, 163339, 163500, 161.372, -4370.79, -36126.3, 33.0804
0.00985022, -3.61169e-07, -0.00787805, 163410, 163509, 98.5022, -656.504, -36116.9, 33.1762
0.00484672, -3.61122e-07, -0.00623589, 163454, 163502, 48.4672, -519.658, -36112.2, 33.2725
0.00130791, -3.6111e-07, -0.00440504, 163495, 163508, 13.0791, -367.086, -36111, 33.3689
0.00130791, -3.61108e-07, 0, 163495, 163508, 13.0791, 0, -36110.8, 33.3831
-0.00121659, -3.61118e-07, -0.00372803, 163523, 163511, -12.1659, -310.669, -36111.8, 33.4643
-0.00215023, -3.61139e-07, -0.00116528, 163526, 163504, -21.5023, -97.1067, -36113.9, 33.5605
-0.00168863, -3.61148e-07, 0.000972448, 163526, 163509, -16.8863, 81.0374, -36114.8, 33.6174
0.000211374, -3.61147e-07, 0.00585357, 163507, 163509, 2.11374, 487.798, -36114.7, 33.6564
0.000228456, -3.61145e-07, 2.12751e-05, 163506, 163508, 2.28456, 1.77292, -36114.5, 33.7527
9.90906e-05, -3.61144e-07, -0.000161571, 163506, 163507, 0.990906, -13.4642, -36114.4, 33.8488
0.000705282, -3.61137e-07, 0.000758978, 163503, 163510, 7.05282, 63.2482, -36113.7, 33.9447
0.00160602, -3.61122e-07, 0.00112142, 163494, 163510, 16.0602, 93.4518, -36112.2, 34.0411
0.00154221, -3.61115e-07, -0.000164177, 163494, 163509, 15.4221, -13.6814, -36111.5, 34.0877
0.00154221, -3.61107e-07, 0, 163494, 163509, 15.4221, 0, -36110.7, 34.1367
0.00199159, -3.61088e-07, 0.000561995, 163493, 163513, 19.9159, 46.8329, -36108.8, 34.2327
0.0018984, -3.6107e-07, -0.000117589, 163493, 163512, 18.984, -9.79906, -36107, 34.3278
0.0018984, -3.6107e-07, 0, 163493, 163512, 18.984, 0, -36107, 34.3289
0.00201572, -3.61051e-07, 0.000146943, 163493, 163513, 20.1572, 12.2452, -36105.1, 34.4247
0.00193433, -3.61032e-07, -0.000101564, 163493, 163512, 19.3433, -8.4637, -36103.2, 34.5209
0.00174174, -3.61024e-07, -0.000484496, 163493, 163510, 17.4174, -40.3747, -36102.4, 34.5686
0.00174174, -3.61015e-07, 0, 163493, 163510, 17.4174, 0, -36101.5, 34.6169
0.00192715, -3.60997e-07, 0.000231785, 163494, 163513, 19.2715, 19.3154, -36099.7, 34.7129
0.00221007, -3.60975e-07, 0.000352581, 163493, 163515, 22.1007, 29.3818, -36097.5, 34.8092
0.00186166, -3.60963e-07, -0.000606029, 163493, 163512, 18.6166, -50.5024, -36096.3, 34.8782
0.00186166, -3.60958e-07, 0, 163493, 163512, 18.6166, 0, -36095.8, 34.905
0.00200619, -3.60938e-07, 0.000180677, 163493, 163513, 20.0619, 15.0564, -36093.8, 35.001
0.00216372, -3.60918e-07, 0.000196356, 163493, 163515, 21.6372, 16.363, -36091.8, 35.0973
0.00229594, -3.60895e-07, 0.000164806, 163493, 163516, 22.9594, 13.7338, -36089.5, 35.1935
0.00266376, -3.6087e-07, 0.000460571, 163493, 163520, 26.6376, 38.3809, -36087, 35.2894
0.00246563, -3.60855e-07, -0.000405908, 163493, 163518, 24.6563, -33.8256, -36085.5, 35.3479
0.00246563, -3.60846e-07, 0, 163493, 163518, 24.6563, 0, -36084.6, 35.3851
0.00256928, -3.60822e-07, 0.000129433, 163493, 163519, 25.6928, 10.7861, -36082.2, 35.4812
0.0026148, -3.60796e-07, 5.68032e-05, 163493, 163519, 26.148, 4.7336, -36079.6, 35.5774
0.0026148, -3.60793e-07, 0, 163493, 163519, 26.148, 0, -36079.3, 35.5894
0.00255604, -3.60772e-07, -8.41258e-05, 163493, 163519, 25.5604, -7.01049, -36077.2, 35.6732
0.00291975, -3.60744e-07, 0.000454307, 163493, 163522, 29.1975, 37.8589, -36074.4, 35.7693
0.00293092, -3.60729e-07, 2.66784e-05, 163493, 163522, 29.3092, 2.2232, -36072.9, 35.8195
0.00293092, -3.60716e-07, 0, 163493, 163522, 29.3092, 0, -36071.6, 35.8654
0.00261249, -3.60691e-07, -0.000398442, 163493, 163519, 26.1249, -33.2035, -36069.1, 35.9614
0.00289607, -3.60663e-07, 0.000354647, 163493, 163522, 28.9607, 29.5539, -36066.3, 36.0573
0.00289607, -3.6066e-07, 0, 163493, 163522, 28.9607, 0, -36066, 36.0671
0.00296858, -3.60634e-07, 0.000100898, 163493, 163523, 29.6858, 8.4082, -36063.4, 36.1533
0.00271731, -3.60608e-07, -0.000312575, 163493, 163520, 27.1731, -26.048, -36060.8, 36.2498
0.00239588, -3.60585e-07, -0.000402418, 163493, 163517, 23.9588, -33.5349, -36058.5, 36.3457
0.00239588, -3.60585e-07, 0, 163493, 163517, 23.9588, 0, -36058.5, 36.3468
0.0125838, -3.60466e-07, 0.0129368, 163493, 163619, 125.838, 1078.07, -36046.6, 36.4413
0.0191634, -3.60281e-07, 0.00819488, 163493, 163685, 191.634, 682.907, -36028.1, 36.5377
0.0309597, -3.59687e-07, 0.00737582, 163493, 163803, 309.597, 614.652, -35968.7, 36.7296
0.0414893, -3.59321e-07, 0.0143151, 163493, 163908, 414.893, 1192.93, -35932.1, 36.8178
0.0414893, -3.59288e-07, 0, 163493, 163908, 414.893, 0, -35928.8, 36.8257
0.0533367, -3.58777e-07, 0.0148401, 163499, 164032, 533.367, 1236.67, -35877.7, 36.9215
0.0588722, -3.5821e-07, 0.00689816, 163512, 164101, 588.722, 574.846, -35821, 37.0178
0.068621, -3.57548e-07, 0.0121289, 163512, 164198, 686.21, 1010.75, -35754.8, 37.1143
0.068621, -3.57373e-07, 0, 163512, 164198, 686.21, 0, -35737.3, 37.1398
0.072455, -3.56867e-07, 0.00658588, 163529, 164254, 724.55, 548.824, -35686.7, 37.2097
0.0719855, -3.56174e-07, -0.000585101, 163602, 164322, 719.855, -48.7584, -35617.4, 37.306
0.0719855, -3.56097e-07, 0, 163602, 164322, 719.855, 0, -35609.7, 37.3166
0.0747108, -3.55461e-07, 0.0038415, 163694, 164441, 747.108, 320.125, -35546.1, 37.4017
0.0733417, -3.54755e-07, -0.00170575, 163820, 164553, 733.417, -142.146, -35475.5, 37.4981
0.0703311, -3.54079e-07, -0.00376079, 163950, 164653, 703.311, -313.399, -35407.9, 37.5941
0.0756455, -3.53757e-07, 0.0149774, 163950, 164706, 756.455, 1248.12, -35375.7, 37.6367
0.0619455, -3.53427e-07, -0.0307973, 164087, 164706, 619.455, -2566.44, -35342.7, 37.6901
0.0557888, -3.52891e-07, -0.00769324, 164225, 164783, 557.888, -641.104, -35289.1, 37.7861
0.061674, -3.52374e-07, 0.00843504, 164225, 164842, 616.74, 702.92, -35237.4, 37.8698
0.048274, -3.52316e-07, -0.131903, 164359, 164842, 482.74, -10991.9, -35231.6, 37.882
0.0481342, -3.51854e-07, -0.000174883, 164496, 164977, 481.342, -14.5736, -35185.4, 37.978
0.0441706, -3.51429e-07, -0.00494713, 164626, 165068, 441.706, -412.261, -35142.9, 38.0741
0.0401601, -3.51042e-07, -0.00499744, 164741, 165143, 401.601, -416.454, -35104.2, 38.1704
0.0401362, -3.50657e-07, -2.97585e-05, 164808, 165209, 401.362, -2.47988, -35065.7, 38.2665
0.0455857, -3.50325e-07, 0.00897938, 164808, 165264, 455.857, 748.282, -35032.5, 38.3394
0.0351857, -3.50244e-07, -0.0545512, 164912, 165264, 351.857, -4545.93, -35024.4, 38.3622
0.0370444, -3.49889e-07, 0.00232531, 165015, 165385, 370.444, 193.776, -34988.9, 38.4582
0.0377563, -3.49526e-07, 0.00088799, 165095, 165473, 377.563, 73.9992, -34952.6, 38.5544
0.0377563, -3.49438e-07, 0, 165095, 165473, 377.563, 0, -34943.8, 38.5776
0.0443655, -3.49116e-07, 0.0109323, 165154, 165598, 443.655, 911.024, -34911.6, 38.6501
0.0362655, -3.48767e-07, -0.0101033, 165235, 165598, 362.655, -841.939, -34876.7, 38.7463
0.0494624, -3.48424e-07, 0.0228527, 165235, 165730, 494.624, 1904.39, -34842.4, 38.8156
0.0439624, -3.48306e-07, -0.0245594, 165290, 165730, 439.624, -2046.61, -34830.6, 38.8425
0.0483072, -3.47843e-07, 0.00544068, 165292, 165775, 483.072, 453.39, -34784.3, 38.9383
0.0501652, -3.4736e-07, 0.00231455, 165352, 165854, 501.652, 192.88, -34736, 39.0347
0.047909, -3.46901e-07, -0.0028243, 165435, 165914, 479.09, -235.358, -34690.1, 39.1305
0.047909, -3.46843e-07, 0, 165435, 165914, 479.09, 0, -34684.3, 39.1426
0.0515431, -3.46411e-07, 0.00520596, 165510, 166025, 515.431, 433.83, -34641.1, 39.2264
0.0544986, -3.45886e-07, 0.00368116, 165543, 166088, 544.986, 306.763, -34588.6, 39.3228
0.0540381, -3.45366e-07, -0.000574905, 165600, 166140, 540.381, -47.9088, -34536.6, 39.4189
0.0496769, -3.44888e-07, -0.00543808, 165693, 166190, 496.769, -453.173, -34488.8, 39.5151
0.0483597, -3.44427e-07, -0.00165594, 165772, 166256, 483.597, -137.995, -34442.7, 39.6106
0.0491214, -3.43953e-07, 0.000947837, 165856, 166347, 491.214, 78.9864, -34395.3, 39.707
0.0452877, -3.43518e-07, -0.0047894, 165948, 166401, 452.877, -399.117, -34351.8, 39.8031
0.0452877, -3.43349e-07, 0, 165948, 166401, 452.877, 0, -34334.9, 39.8403
0.0406702, -3.43112e-07, -0.00949455, 166051, 166458, 406.702, -791.212, -34311.2, 39.8986
0.0353156, -3.42772e-07, -0.00666617, 166137, 166490, 353.156, -555.514, -34277.2, 39.995
0.0411755, -3.42438e-07, 0.00866687, 166137, 166549, 411.755, 722.239, -34243.8, 40.0762
0.0329755, -3.4239e-07, -0.0681006, 166219, 166549, 329.755, -5675.05, -34239, 40.0906
0.0339078, -3.42064e-07, 0.00116467, 166297, 166636, 339.078, 97.0555, -34206.4, 40.1867
0.031551, -3.4176e-07, -0.0029337, 166362, 166678, 315.51, -244.475, -34176, 40.2831
0.031551, -3.41671e-07, 0, 166362, 166678, 315.51, 0, -34167.1, 40.3113
0.0328851, -3.41449e-07, 0.0023648, 166428, 166757, 328.851, 197.066, -34144.9, 40.379
0.0260851, -3.41198e-07, -0.00850161, 166496, 166757, 260.851, -708.468, -34119.8, 40.475
0.0300574, -3.40908e-07, 0.00494384, 166535, 166836, 300.574, 411.987, -34090.8, 40.5714
0.0339931, -3.40715e-07, 0.00829387, 166535, 166875, 339.931, 691.156, -34071.5, 40.6283
0.0350931, -3.40579e-07, 0.00341905, 166524, 166875, 350.931, 284.921, -34057.9, 40.6669
0.0351195, -3.40242e-07, 3.29856e-05, 166553, 166904, 351.195, 2.7488, -34024.2, 40.7629
0.0331249, -3.39924e-07, -0.00249049, 166610, 166941, 331.249, -207.541, -33992.4, 40.859
0.0332848, -3.39604e-07, 0.000199489, 166657, 166990, 332.848, 16.6241, -33960.4, 40.9552
0.0325754, -3.3929e-07, -0.000885705, 166701, 167027, 325.754, -73.8087, -33929, 41.0514
0.0357841, -3.39088e-07, 0.00679419, 166701, 167059, 357.841, 566.182, -33908.8, 41.108
0.0291841, -3.38974e-07, -0.0203115, 166767, 167059, 291.841, -1692.62, -33897.4, 41.147
0.0239906, -3.38743e-07, -0.00648658, 166835, 167075, 239.906, -540.549, -33874.3, 41.2431
0.0267709, -3.385e-07, 0.00366575, 166835, 167103, 267.709, 305.479, -33850, 41.3341
0.0211709, -3.38489e-07, -0.135457, 166891, 167103, 211.709, -11288.1, -33848.9, 41.3391
0.0211779, -3.38286e-07, 8.66993e-06, 166932, 167144, 211.779, 0.722494, -33828.6, 41.4351
0.0171977, -3.3812e-07, -0.00496044, 166990, 167162, 171.977, -413.37, -33812, 41.5314
0.0190096, -3.38051e-07, 0.00597425, 166990, 167180, 190.096, 497.854, -33805.1, 41.5678
0.0156629, -3.37958e-07, -0.00674732, 167038, 167195, 156.629, -562.276, -33795.8, 41.6273
0.0134629, -3.37829e-07, -0.0027483, 167060, 167195, 134.629, -229.025, -33782.9, 41.7234
0.0298778, -3.37255e-07, 0.0102602, 166898, 167197, 298.778, 855.02, -33725.5, 41.9154
0.0281061, -3.36985e-07, -0.00221467, 166909, 167190, 281.061, -184.556, -33698.5, 42.0113
0.0242003, -3.36753e-07, -0.00488639, 166920, 167162, 242.003, -407.199, -33675.3, 42.1073
0.0242003, -3.3671e-07, 0, 166920, 167162, 242.003, 0, -33671, 42.125
0.0201117, -3.36553e-07, -0.00627415, 166926, 167127, 201.117, -522.845, -33655.3, 42.2032
0.019036, -3.36369e-07, -0.00134099, 166929, 167119, 190.36, -111.749, -33636.9, 42.2995
0.0203322, -3.36203e-07, 0.00189778, 166929, 167132, 203.322, 158.149, -33620.3, 42.3815
0.0180322, -3.36177e-07, -0.0196344, 166952, 167132, 180.322, -1636.2, -33617.7, 42.3955
0.0118242, -3.36064e-07, -0.00777086, 167008, 167126, 118.242, -647.572, -33606.4, 42.4914
0.00878578, -3.3598e-07, -0.00379451, 167036, 167124, 87.8578, -316.209, -33598, 42.5875
0.00535402, -3.35928e-07, -0.00429029, 167064, 167118, 53.5402, -357.524, -33592.8, 42.6835
0.001792, -3.35911e-07, -0.00444945, 167090, 167108, 17.92, -370.788, -33591.1, 42.7795
-4.51982e-05, -3.35911e-07, -0.00302609, 167090, 167090, -0.451982, -252.174, -33591.1, 42.8524
-0.0028452, -3.35918e-07, -0.0145079, 167118, 167090, -28.452, -1208.99, -33591.8, 42.8755
-0.0102488, -3.36016e-07, -0.00925619, 167135, 167033, -102.488, -771.349, -33601.6, 42.9715
-0.0151206, -3.36162e-07, -0.00608456, 167136, 166985, -151.206, -507.046, -33616.2, 43.0676
-0.0151206, -3.3619e-07, 0, 167136, 166985, -151.206, 0, -33619, 43.0867
-0.0275964, -3.36403e-07, -0.0194474, 167142, 166866, -275.964, -1620.61, -33640.3, 43.1637
-0.0275964, -3.36668e-07, 6.18559e-14, 167142, 166866, -275.964, 5.15466e-09, -33666.8, 43.2596
-0.0472491, -3.36947e-07, -0.0399121, 167142, 166670, -472.491, -3326.01, -33694.7, 43.3187
-0.0466491, -3.37125e-07, 0.00188498, 167136, 166670, -466.491, 157.081, -33712.5, 43.3569
-0.0541162, -3.37638e-07, -0.00944795, 167118, 166577, -541.162, -787.329, -33763.8, 43.4518
-0.0663354, -3.38275e-07, -0.0152707, 167084, 166421, -663.354, -1272.56, -33827.5, 43.5478
-0.0663354, -3.38378e-07, 0, 167084, 166421, -663.354, 0, -33837.8, 43.5633
-0.0767802, -3.38997e-07, -0.015566, 167024, 166256, -767.802, -1297.17, -33899.7, 43.6438
-0.102585, -3.39981e-07, -0.0322518, 166901, 165875, -1025.85, -2687.65, -33998.1, 43.7398
-0.111245, -3.40817e-07, -0.0138361, 166901, 165789, -1112.45, -1153.01, -34081.7, 43.8149
-0.0973445, -3.41023e-07, 0.0788224, 166762, 165789, -973.445, 6568.54, -34102.3, 43.8361
-0.132234, -3.42289e-07, -0.0437123, 166649, 165327, -1322.34, -3642.69, -34228.9, 43.9319
-0.144355, -3.43677e-07, -0.0151377, 166511, 165067, -1443.55, -1261.48, -34367.7, 44.028
-0.154759, -3.45166e-07, -0.012972, 166355, 164807, -1547.59, -1081, -34516.6, 44.1242
-0.154759, -3.45239e-07, 0, 166355, 164807, -1547.59, 0, -34523.9, 44.1289
-0.184706, -3.46922e-07, -0.0394477, 166142, 164295, -1847.06, -3287.31, -34692.2, 44.22
-0.1933, -3.48778e-07, -0.0107367, 165959, 164026, -1933, -894.725, -34877.8, 44.3161
-0.206987, -3.50766e-07, -0.0171059, 165826, 163756, -2069.87, -1425.49, -35076.6, 44.4121
-0.197118, -3.52658e-07, 0.0123347, 165495, 163524, -1971.18, 1027.89, -35265.8, 44.5081
-0.202166, -3.546e-07, -0.00630704, 165174, 163152, -2021.66, -525.587, -35460, 44.6041
-0.196507, -3.56487e-07, 0.0070715, 164858, 162893, -1965.07, 589.292, -35648.7, 44.7002
-0.205887, -3.58465e-07, -0.0117156, 164499, 162440, -2058.87, -976.299, -35846.5, 44.7963
-0.231141, -3.59644e-07, -0.0594393, 164499, 162188, -2311.41, -4953.28, -35964.4, 44.8472
-0.189641, -3.60497e-07, 0.110674, 164084, 162188, -1896.41, 9222.87, -36049.7, 44.8922
-0.167537, -3.62106e-07, 0.0276119, 163704, 162029, -1675.37, 2300.99, -36210.6, 44.9883
-0.152024, -3.63566e-07, 0.0193918, 163322, 161802, -1520.24, 1615.99, -36356.6, 45.0843
-0.152024, -3.63583e-07, 0, 163322, 161802, -1520.24, 0, -36358.3, 45.0854
-0.14623, -3.64971e-07, 0.00732453, 162934, 161472, -1462.3, 610.378, -36497.1, 45.1804
-0.11741, -3.66099e-07, 0.0360071, 162495, 161321, -1174.1, 3000.59, -36609.9, 45.2764
-0.13236, -3.66647e-07, -0.0433327, 162495, 161171, -1323.6, -3611.06, -36664.7, 45.3178
-0.08996, -3.6714e-07, 0.0928785, 162071, 161171, -899.6, 7739.87, -36714, 45.3726
-0.080294, -3.6791e-07, 0.0120961, 161882, 161079, -802.94, 1008, -36791, 45.4685
-0.064237, -3.68527e-07, 0.020064, 161614, 160972, -642.37, 1672, -36852.7, 45.5645
-0.064237, -3.68627e-07, 0, 161614, 160972, -642.37, 0, -36862.7, 45.5801
-0.0493154, -3.69024e-07, 0.022252, 161328, 160835, -493.154, 1854.33, -36902.4, 45.6606
-0.0230698, -3.69245e-07, 0.0327836, 161029, 160798, -230.698, 2731.96, -36924.5, 45.7567
-0.00235676, -3.69268e-07, 0.025904, 160800, 160776, -23.5676, 2158.67, -36926.8, 45.8526
-0.00235676, -3.69273e-07, 0, 160800, 160776, -23.5676, 0, -36927.3, 45.8749
0.000611736, -3.69269e-07, 0.00482943, 160769, 160775, 6.11736, 402.452, -36926.9, 45.9487
0.0161675, -3.69114e-07, 0.0194628, 160633, 160795, 161.675, 1621.9, -36911.4, 46.0446
0.0372559, -3.68755e-07, 0.0263272, 160532, 160905, 372.559, 2193.93, -36875.5, 46.1407
0.0448365, -3.68324e-07, 0.00946342, 160509, 160957, 448.365, 788.618, -36832.4, 46.2368
0.0551523, -3.67795e-07, 0.0129032, 160515, 161067, 551.523, 1075.27, -36779.5, 46.3328
0.0551523, -3.6771e-07, 0, 160515, 161067, 551.523, 0, -36771, 46.3483
0.0663154, -3.67176e-07, 0.016643, 160524, 161187, 663.154, 1386.92, -36717.6, 46.4288
0.0924564, -3.66288e-07, 0.0326562, 160537, 161462, 924.564, 2721.35, -36628.8, 46.5248
0.111236, -3.65706e-07, 0.0430934, 160537, 161649, 1112.36, 3591.11, -36570.6, 46.5771
0.102936, -3.65256e-07, -0.0227557, 160620, 161649, 1029.36, -1896.31, -36525.6, 46.6209
0.105896, -3.64239e-07, 0.00369864, 160736, 161795, 1058.96, 308.22, -36423.9, 46.7169
0.117118, -3.63112e-07, 0.0140002, 160848, 162019, 1171.18, 1166.68, -36311.2, 46.8131
0.117118, -3.63066e-07, 0, 160848, 162019, 1171.18, 0, -36306.6, 46.817
0.14747, -3.61709e-07, 0.039581, 160961, 162436, 1474.7, 3298.41, -36170.9, 46.9091
0.155915, -3.5818e-07, 0.00447742, 161401, 162960, 1559.15, 373.119, -35818, 47.1354
0.189014, -3.57009e-07, 0.0641299, 161568, 163458, 1890.14, 5344.16, -35700.9, 47.1973
0.167914, -3.55401e-07, -0.0264365, 161779, 163458, 1679.14, -2203.04, -35540.1, 47.2931
0.195182, -3.53955e-07, 0.0441666, 161779, 163731, 1951.82, 3680.55, -35395.5, 47.3672
0.167482, -3.53584e-07, -0.149814, 162056, 163731, 1674.82, -12484.5, -35358.4, 47.3894
0.196643, -3.517e-07, 0.0365317, 162285, 164251, 1966.43, 3044.31, -35170, 47.4852
0.218472, -3.49602e-07, 0.0272834, 162379, 164564, 2184.72, 2273.62, -34960.2, 47.5812
0.20838, -3.47601e-07, -0.0126076, 162754, 164838, 2083.8, -1050.63, -34760.1, 47.6773
0.191786, -3.4576e-07, -0.0207504, 163153, 165071, 1917.86, -1729.2, -34576, 47.7732
0.246847, -3.4415e-07, 0.101278, 163153, 165621, 2468.47, 8439.81, -34415, 47.8385
0.212747, -3.43487e-07, -0.131402, 163494, 165621, 2127.47, -10950.1, -34348.7, 47.8696
0.186611, -3.417e-07, -0.0327519, 163937, 165803, 1866.11, -2729.33, -34170, 47.9654
0.167756, -3.40089e-07, -0.0235637, 164382, 166060, 1677.56, -1963.64, -34008.9, 48.0614
0.167756, -3.39819e-07, 0, 164382, 166060, 1677.56, 0, -33981.9, 48.0775
0.147019, -3.38639e-07, -0.0310156, 164801, 166271, 1470.19, -2584.63, -33863.9, 48.1577
0.135588, -3.37342e-07, -0.0143317, 165265, 166621, 1355.88, -1194.31, -33734.2, 48.2534
0.153514, -3.36401e-07, 0.0350945, 165265, 166800, 1535.14, 2924.54, -33640.1, 48.3147
0.102814, -3.3604e-07, -0.173473, 165772, 166800, 1028.14, -14456.1, -33604, 48.3498
0.0944345, -3.35136e-07, -0.0105041, 165960, 166904, 944.345, -875.342, -33513.6, 48.4455
0.0792314, -3.34375e-07, -0.0190005, 166249, 167041, 792.314, -1583.38, -33437.5, 48.5416
0.0883287, -3.33559e-07, 0.0118093, 166249, 167132, 883.287, 984.106, -33355.9, 48.634
0.0611287, -3.33535e-07, -0.852014, 166521, 167132, 611.287, -71001.2, -33353.5, 48.6378
0.0463, -3.33092e-07, -0.0185708, 166785, 167248, 463, -1547.57, -33309.2, 48.7337
0.0268958, -3.32834e-07, -0.0242562, 167009, 167278, 268.958, -2021.35, -33283.4, 48.8297
0.0313133, -3.32533e-07, 0.00552062, 166963, 167276, 313.133, 460.052, -33253.3, 48.9257
0.0159319, -3.3238e-07, -0.0192226, 167099, 167258, 159.319, -1601.88, -33238, 49.0217
0.0105174, -3.32299e-07, -0.00843588, 167099, 167204, 105.174, -702.99, -33229.9, 49.0987
-0.00368257, -3.32306e-07, -0.0883778, 167241, 167204, -36.8257, -7364.82, -33230.6, 49.118
-0.031711, -3.3261e-07, -0.0351202, 167365, 167048, -317.11, -2926.68, -33261, 49.2138
-0.0473808, -3.33065e-07, -0.0195851, 167393, 166919, -473.808, -1632.09, -33306.5, 49.3098
-0.0473808, -3.33269e-07, 0, 167393, 166919, -473.808, 0, -33326.9, 49.3529
-0.0634823, -3.33606e-07, -0.0363386, 167415, 166780, -634.823, -3028.21, -33360.6, 49.406
-0.0816974, -3.34389e-07, -0.0228292, 167452, 166635, -816.974, -1902.43, -33438.9, 49.5018
-0.120793, -3.35269e-07, -0.0643847, 167452, 166244, -1207.93, -5365.39, -33526.9, 49.5747
-0.117393, -3.35542e-07, 0.0175111, 167418, 166244, -1173.93, 1459.26, -33554.2, 49.598
-0.116503, -3.3666e-07, 0.00111326, 167249, 166084, -1165.03, 92.7714, -33666, 49.6939
-0.129927, -3.37908e-07, -0.0167688, 167129, 165830, -1299.27, -1397.4, -33790.8, 49.79
-0.129927, -3.38256e-07, 0, 167129, 165830, -1299.27, 0, -33825.6, 49.8168
-0.14104, -3.39234e-07, -0.0192343, 166997, 165587, -1410.4, -1602.85, -33923.4, 49.8861
-0.16263, -3.40795e-07, -0.0269987, 166740, 165114, -1626.3, -2249.89, -34079.5, 49.982
-0.163065, -3.4236e-07, -0.000543515, 166452, 164821, -1630.65, -45.2929, -34236, 50.0781
-0.190294, -3.43337e-07, -0.0636454, 166452, 164549, -1902.94, -5303.78, -34333.7, 50.1294
-0.169494, -3.44098e-07, 0.0555842, 166244, 164549, -1694.94, 4632.02, -34409.8, 50.1743
-0.16937, -3.45721e-07, 0.000154643, 166004, 164310, -1693.7, 12.8869, -34572.1, 50.2701
-0.172776, -3.4738e-07, -0.00425644, 165727, 163999, -1727.76, -354.703, -34738, 50.3662
-0.185716, -3.49165e-07, -0.0161626, 165390, 163533, -1857.16, -1346.89, -34916.5, 50.4622
-0.181418, -3.50907e-07, 0.00537141, 165047, 163233, -1814.18, 447.617, -35090.7, 50.5582
-0.207638, -3.51797e-07, -0.0733933, 165047, 162971, -2076.38, -6116.11, -35179.7, 50.6011
-0.169338, -3.52697e-07, 0.0864394, 164664, 162971, -1693.38, 7203.28, -35269.7, 50.6543
-0.148228, -3.5412e-07, 0.0263898, 164238, 162756, -1482.28, 2199.15, -35412, 50.7503
-0.175235, -3.55601e-07, -0.0383569, 164238, 162486, -1752.35, -3196.41, -35560.1, 50.8348
-0.141735, -3.55767e-07, 0.343018, 163903, 162486, -1417.35, 28584.8, -35576.7, 50.8465
-0.149933, -3.57204e-07, -0.0102606, 163566, 162067, -1499.33, -855.054, -35720.4, 50.9424
-0.128922, -3.58442e-07, 0.0262552, 163151, 161862, -1289.22, 2187.94, -35844.2, 51.0384
-0.128922, -3.588e-07, 0, 163151, 161862, -1289.22, 0, -35880, 51.0662
-0.10589, -3.59525e-07, 0.0403896, 162737, 161678, -1058.9, 3365.8, -35952.5, 51.1346
-0.095534, -3.6044e-07, 0.0129668, 162498, 161543, -955.34, 1080.56, -36044, 51.2304
-0.10161, -3.61417e-07, -0.00758944, 162242, 161226, -1016.1, -632.453, -36141.7, 51.3265
-0.113541, -3.61982e-07, -0.028725, 162242, 161107, -1135.41, -2393.75, -36198.2, 51.3763
-0.138541, -3.62623e-07, -0.0649079, 162492, 161107, -1385.41, -5408.99, -36262.3, 51.4226
-0.11761, -3.63752e-07, 0.0261557, 162195, 161019, -1176.1, 2179.64, -36375.2, 51.5186
-0.106174, -3.64771e-07, 0.0143011, 161990, 160928, -1061.74, 1191.76, -36477.1, 51.6145
-0.10214, -3.65752e-07, 0.00503915, 161848, 160827, -1021.4, 419.93, -36575.2, 51.7106
-0.0885096, -3.66603e-07, 0.0170257, 161678, 160793, -885.096, 1418.8, -36660.3, 51.8067
-0.0888704, -3.67021e-07, -0.000919578, 161678, 160789, -888.704, -76.6315, -36702.1, 51.8538
-0.0648704, -3.67339e-07, 0.058669, 161438, 160789, -648.704, 4889.09, -36733.9, 51.9028
-0.0406813, -3.67729e-07, 0.0302753, 161207, 160800, -406.813, 2522.94, -36772.9, 51.9987
-0.0371873, -3.68051e-07, 0.00484337, 161207, 160835, -371.873, 403.614, -36805.1, 52.0853
-0.0197873, -3.6807e-07, 0.219881, 161033, 160835, -197.873, 18323.4, -36807, 52.0948
0.0332329, -3.67329e-07, 0.028543, 160711, 161043, 332.329, 2378.58, -36732.9, 52.3177
0.0669815, -3.66891e-07, 0.0618741, 160596, 161266, 669.815, 5156.17, -36689.1, 52.3832
0.0690815, -3.6623e-07, 0.00263178, 160575, 161266, 690.815, 219.315, -36623, 52.4789
