P, I, D, input, setpoint, err, dErr, int, t
0.0859022, -3.53983e-07, -0.0874805, 166325, 167184, 859.022, -7290.04, -35398.3, 72.6462
0.0569435, -3.53438e-07, -0.0362932, 166668, 167237, 569.435, -3024.43, -35343.8, 72.742
0.0330384, -3.5312e-07, -0.0297781, 166938, 167268, 330.384, -2481.51, -35312, 72.8383
0.00334771, -3.53056e-07, -0.0185753, 167236, 167269, 33.4771, -1547.94, -35305.6, 73.0301
0.00334771, -3.53042e-07, 0, 167236, 167269, 33.4771, 0, -35304.2, 73.072
-0.0252449, -3.53178e-07, -0.0633723, 167395, 167143, -252.449, -5281.02, -35317.8, 73.1262
-0.0305268, -3.53471e-07, -0.00660041, 167394, 167089, -305.268, -550.035, -35347.1, 73.2222
-0.0432491, -3.53867e-07, -0.0166822, 167394, 166962, -432.491, -1390.18, -35386.7, 73.3137
-0.0432491, -3.53887e-07, 0, 167394, 166962, -432.491, 0, -35388.7, 73.3184
-0.0697441, -3.54556e-07, -0.0331731, 167389, 166692, -697.441, -2764.43, -35455.6, 73.4142
-0.0857712, -3.5538e-07, -0.0200199, 167380, 166522, -857.712, -1668.32, -35538, 73.5103
-0.100363, -3.56343e-07, -0.0182367, 167321, 166317, -1003.63, -1519.73, -35634.3, 73.6063
-0.100363, -3.56601e-07, 0, 167321, 166317, -1003.63, 0, -35660.1, 73.632
-0.107235, -3.57356e-07, -0.0117176, 167186, 166114, -1072.35, -976.467, -35735.6, 73.7023
-0.119711, -3.58505e-07, -0.015599, 167109, 165912, -1197.11, -1299.92, -35850.5, 73.7983
-0.156881, -3.60011e-07, -0.046444, 166975, 165406, -1568.81, -3870.33, -36001.1, 73.8944
-0.156249, -3.61512e-07, 0.00078943, 166774, 165212, -1562.49, 65.7858, -36151.2, 73.9904
-0.163181, -3.6308e-07, -0.00865941, 166556, 164924, -1631.81, -721.617, -36308, 74.0865
-0.163181, -3.633e-07, 0, 166556, 164924, -1631.81, 0, -36330, 74.0999
-0.168745, -3.64695e-07, -0.00807409, 166336, 164649, -1687.45, -672.841, -36469.5, 74.1826
-0.197415, -3.66588e-07, -0.0358757, 166114, 164140, -1974.15, -2989.64, -36658.8, 74.2785
-0.22767, -3.67775e-07, -0.0696122, 166114, 163837, -2276.7, -5801.02, -36777.5, 74.3307
-0.19597, -3.6864e-07, 0.0862099, 165797, 163837, -1959.7, 7184.16, -36864, 74.3748
-0.179244, -3.70359e-07, 0.0209356, 165430, 163638, -1792.44, 1744.63, -37035.9, 74.4707
-0.177036, -3.72062e-07, 0.0027551, 165105, 163335, -1770.36, 229.592, -37206.2, 74.5669
-0.177036, -3.72109e-07, 0, 165105, 163335, -1770.36, 0, -37210.9, 74.5695
-0.192223, -3.739e-07, -0.0195578, 164778, 162856, -1922.23, -1629.82, -37390, 74.6627
-0.174606, -3.75576e-07, 0.0220214, 164355, 162609, -1746.06, 1835.11, -37557.6, 74.7587
-0.155065, -3.77066e-07, 0.0244114, 163904, 162353, -1550.65, 2034.28, -37706.6, 74.8548
-0.150474, -3.7851e-07, 0.00574064, 163659, 162154, -1504.74, 478.387, -37851, 74.9508
-0.139801, -3.79852e-07, 0.0133403, 163346, 161948, -1398.01, 1111.69, -37985.2, 75.0468
-0.158918, -3.8106e-07, -0.0301763, 163346, 161757, -1589.18, -2514.69, -38106, 75.1228
-0.125518, -3.81328e-07, 0.18768, 163012, 161757, -1255.18, 15640, -38132.8, 75.1441
-0.125682, -3.82519e-07, -0.000207975, 162693, 161436, -1256.82, -17.3313, -38251.9, 75.2389
-0.114219, -3.83616e-07, 0.0143231, 162414, 161272, -1142.19, 1193.59, -38361.6, 75.3349
-0.100132, -3.84577e-07, 0.0176081, 162148, 161147, -1001.32, 1467.34, -38457.7, 75.4309
-0.0837209, -3.85381e-07, 0.0205223, 161884, 161047, -837.209, 1710.19, -38538.1, 75.5269
-0.100382, -3.86062e-07, -0.0294568, 161884, 160880, -1003.82, -2454.73, -38606.2, 75.5948
-0.0706815, -3.86263e-07, 0.125134, 161587, 160880, -706.815, 10427.8, -38626.3, 75.6232
-0.043147, -3.86677e-07, 0.0345046, 161272, 160841, -431.47, 2875.38, -38667.7, 75.719
-0.0236498, -3.86904e-07, 0.0243475, 161044, 160808, -236.498, 2028.96, -38690.4, 75.8151
-0.0236498, -3.86952e-07, 0, 161044, 160808, -236.498, 0, -38695.2, 75.8355
-0.00683451, -3.87004e-07, 0.0267001, 160871, 160803, -68.3451, 2225.01, -38700.4, 75.9111
0.0151464, -3.86858e-07, 0.0274739, 160675, 160826, 151.464, 2289.49, -38685.8, 76.0071
0.0203512, -3.86723e-07, 0.00935672, 160675, 160879, 203.512, 779.727, -38672.3, 76.0739
0.0350512, -3.86619e-07, 0.0598267, 160528, 160879, 350.512, 4985.56, -38661.9, 76.1034
0.0359634, -3.86274e-07, 0.00114199, 160570, 160930, 359.634, 95.1659, -38627.4, 76.1992
0.0460687, -3.85832e-07, 0.0126292, 160563, 161024, 460.687, 1052.43, -38583.2, 76.2952
0.0580033, -3.85332e-07, 0.0166172, 160563, 161143, 580.033, 1384.77, -38533.2, 76.3814
0.0588033, -3.85274e-07, 0.00972177, 160555, 161143, 588.033, 810.147, -38527.4, 76.3913
0.0811117, -3.84496e-07, 0.0278868, 160573, 161384, 811.117, 2323.9, -38449.6, 76.4873
0.0889467, -3.83641e-07, 0.00978524, 160673, 161562, 889.467, 815.437, -38364.1, 76.5834
0.0941321, -3.82737e-07, 0.00648252, 160798, 161739, 941.321, 540.21, -38273.7, 76.6794
0.1028, -3.81749e-07, 0.0108214, 160882, 161910, 1028, 901.786, -38174.9, 76.7755
0.123721, -3.8079e-07, 0.0323873, 160882, 162119, 1237.21, 2698.94, -38079, 76.853
0.111921, -3.80581e-07, -0.0758179, 161000, 162119, 1119.21, -6318.16, -38058.1, 76.8717
0.13803, -3.79259e-07, 0.0327039, 161165, 162545, 1380.3, 2725.33, -37925.9, 76.9675
0.146043, -3.77856e-07, 0.010009, 161360, 162820, 1460.43, 834.087, -37785.6, 77.0635
0.146043, -3.77405e-07, 0, 161360, 162820, 1460.43, 0, -37740.5, 77.0944
0.155839, -3.76389e-07, 0.0180393, 161547, 163105, 1558.39, 1503.27, -37638.9, 77.1596
0.152562, -3.74924e-07, -0.00409236, 161781, 163307, 1525.62, -341.03, -37492.4, 77.2557
0.206743, -3.73531e-07, 0.0965491, 161781, 163848, 2067.43, 8045.76, -37353.1, 77.323
0.186243, -3.72995e-07, -0.0853802, 161986, 163848, 1862.43, -7115.02, -37299.5, 77.3518
0.195168, -3.71125e-07, 0.0111783, 162133, 164085, 1951.68, 931.523, -37112.5, 77.4476
0.198613, -3.69218e-07, 0.00430452, 162415, 164401, 1986.13, 358.71, -36921.8, 77.5437
0.198613, -3.68692e-07, 0, 162415, 164401, 1986.13, 0, -36869.2, 77.5701
0.197412, -3.67317e-07, -0.00206939, 162706, 164680, 1974.12, -172.449, -36731.7, 77.6398
0.205828, -3.6534e-07, 0.010514, 163128, 165186, 2058.28, 876.163, -36534, 77.7358
0.189672, -3.6352e-07, -0.0202068, 163568, 165465, 1896.72, -1683.9, -36352, 77.8318
0.214488, -3.62482e-07, 0.0615208, 163568, 165713, 2144.88, 5126.73, -36248.2, 77.8802
0.187888, -3.61582e-07, -0.066623, 163834, 165713, 1878.88, -5551.92, -36158.2, 77.9281
0.170559, -3.59949e-07, -0.0217183, 164213, 165919, 1705.59, -1809.85, -35994.9, 78.0238
0.122329, -3.56424e-07, -0.0200864, 165327, 166550, 1223.29, -1673.87, -35642.4, 78.312
0.122329, -3.55955e-07, 0, 165327, 166550, 1223.29, 0, -35595.5, 78.3503
0.113735, -3.55296e-07, -0.0177969, 165724, 166861, 1137.35, -1483.08, -35529.6, 78.4082
0.0820885, -3.54509e-07, -0.0396275, 166153, 166974, 820.885, -3302.29, -35450.9, 78.5041
0.093204, -3.53777e-07, 0.01698, 166153, 167085, 932.04, 1415, -35377.7, 78.5826
0.076104, -3.53644e-07, -0.117193, 166324, 167085, 761.04, -9766.09, -35364.4, 78.6001
0.0854524, -3.52823e-07, 0.0116834, 166381, 167236, 854.524, 973.619, -35282.3, 78.6962
0.0692867, -3.52159e-07, -0.0202169, 166595, 167288, 692.867, -1684.74, -35215.9, 78.7921
0.0692867, -3.51934e-07, 0, 166595, 167288, 692.867, 0, -35193.4, 78.8245
0.0482209, -3.51626e-07, -0.0395963, 166802, 167284, 482.209, -3299.7, -35162.6, 78.8884
0.0292209, -3.51346e-07, -0.0237993, 166992, 167284, 292.209, -1983.27, -35134.6, 78.9842
0.025171, -3.51141e-07, -0.00596648, 166992, 167244, 251.71, -497.206, -35114.1, 79.0656
0.013571, -3.51121e-07, -0.0952699, 167108, 167244, 135.71, -7939.16, -35112.1, 79.0802
0.00212301, -3.51101e-07, -0.0143007, 167091, 167112, 21.2301, -1191.73, -35110.1, 79.1763
-0.016704, -3.51261e-07, -0.0235389, 167181, 167014, -167.04, -1961.58, -35126.1, 79.2723
-0.0395302, -3.51642e-07, -0.0284642, 167259, 166864, -395.302, -2372.01, -35164.2, 79.3685
-0.0395302, -3.5166e-07, 0, 167259, 166864, -395.302, 0, -35166, 79.3733
-0.0698238, -3.52297e-07, -0.0398576, 167264, 166566, -698.238, -3321.47, -35229.7, 79.4645
-0.0860647, -3.53122e-07, -0.0203335, 167241, 166380, -860.647, -1694.46, -35312.2, 79.5603
-0.0975652, -3.54059e-07, -0.0143645, 167129, 166153, -975.652, -1197.04, -35405.9, 79.6564
-0.11187, -3.55134e-07, -0.0178763, 167100, 165981, -1118.7, -1489.69, -35513.4, 79.7524
-0.127645, -3.56362e-07, -0.0196691, 166996, 165720, -1276.45, -1639.09, -35636.2, 79.8487
-0.127645, -3.5637e-07, 0, 166996, 165720, -1276.45, 0, -35637, 79.8493
-0.163385, -3.57927e-07, -0.0449992, 166893, 165259, -1633.85, -3749.94, -35792.7, 79.9446
-0.175542, -3.59612e-07, -0.0151995, 166758, 165003, -1755.42, -1266.62, -35961.2, 80.0406
-0.175542, -3.60358e-07, 0, 166758, 165003, -1755.42, 0, -36035.8, 80.0831
-0.204838, -3.61457e-07, -0.065523, 166550, 164502, -2048.38, -5460.25, -36145.7, 80.1367
-0.180538, -3.63188e-07, 0.03042, 166307, 164502, -1805.38, 2535, -36318.8, 80.2326
-0.211656, -3.65146e-07, -0.040368, 166307, 164190, -2116.56, -3364, -36514.6, 80.3251
-0.184756, -3.65214e-07, 0.877687, 166038, 164190, -1847.56, 73140.6, -36521.4, 80.3288
-0.205545, -3.6719e-07, -0.0259517, 165741, 163686, -2055.45, -2162.64, -36719, 80.4249
-0.196412, -3.69071e-07, 0.0114406, 165383, 163419, -1964.12, 953.385, -36907.1, 80.5207
-0.184823, -3.70847e-07, 0.0144729, 164971, 163123, -1848.23, 1206.07, -37084.7, 80.6168
-0.184823, -3.71272e-07, 0, 164971, 163123, -1848.23, 0, -37127.2, 80.6398
-0.163736, -3.72467e-07, 0.034663, 164536, 162899, -1637.36, 2888.58, -37246.7, 80.7128
-0.173651, -3.74134e-07, -0.012397, 164390, 162653, -1736.51, -1033.09, -37413.4, 80.8087
-0.222096, -3.75611e-07, -0.0873877, 164390, 162169, -2220.96, -7282.31, -37561.1, 80.8753
-0.326696, -3.76582e-07, -0.422372, 165436, 162169, -3266.96, -35197.7, -37658.2, 80.905
-0.324395, -3.79693e-07, 0.00287885, 165255, 162011, -3243.95, 239.904, -37969.3, 81.0009
-0.311209, -3.82684e-07, 0.0164662, 164908, 161796, -3112.09, 1372.19, -38268.4, 81.097
-0.298709, -3.85549e-07, 0.0156378, 164591, 161604, -2987.09, 1303.15, -38554.9, 81.1929
-0.297935, -3.88411e-07, 0.000967803, 164294, 161315, -2979.35, 80.6503, -38841.1, 81.289
-0.311939, -3.90043e-07, -0.0321192, 164294, 161175, -3119.39, -2676.6, -39004.3, 81.3413
-0.267039, -3.91214e-07, 0.122868, 163845, 161175, -2670.39, 10239, -39121.4, 81.3851
-0.215126, -3.93277e-07, 0.0649477, 163235, 161084, -2151.26, 5412.31, -39327.7, 81.481
-0.164592, -3.9487e-07, 0.0626533, 162630, 160984, -1645.92, 5221.11, -39487, 81.5778
-0.164592, -3.94917e-07, 0, 162630, 160984, -1645.92, 0, -39491.7, 81.5807
-0.120988, -3.96035e-07, 0.0566177, 162071, 160861, -1209.88, 4718.15, -39603.5, 81.6731
-0.0651817, -3.96661e-07, 0.0697505, 161477, 160825, -651.817, 5812.54, -39666.1, 81.7691
-0.0120254, -3.96776e-07, 0.0664206, 160940, 160820, -120.254, 5535.05, -39677.6, 81.8651
0.0163564, -3.96619e-07, 0.0354587, 160662, 160826, 163.564, 2954.89, -39661.9, 81.9612
0.0433954, -3.96202e-07, 0.0337578, 160416, 160850, 433.954, 2813.15, -39620.2, 82.0573
0.0499131, -3.96028e-07, 0.0224003, 160416, 160915, 499.131, 1866.69, -39602.8, 82.0922
0.0738131, -3.95577e-07, 0.0469251, 160177, 160915, 738.131, 3910.43, -39557.7, 82.1533
0.100708, -3.9461e-07, 0.0336269, 159969, 160976, 1007.08, 2802.24, -39461, 82.2493
0.110835, -3.93777e-07, 0.0161598, 159969, 161077, 1108.35, 1346.65, -39377.7, 82.3245
0.108435, -3.93551e-07, -0.0138289, 159993, 161077, 1084.35, -1152.41, -39355.1, 82.3453
0.11731, -3.92424e-07, 0.011091, 160114, 161287, 1173.1, 924.253, -39242.4, 82.4414
0.120411, -3.91268e-07, 0.00387562, 160249, 161453, 1204.11, 322.969, -39126.8, 82.5374
0.120411, -3.90898e-07, 0, 160249, 161453, 1204.11, 0, -39089.8, 82.5682
0.122261, -3.90099e-07, 0.00340037, 160419, 161642, 1222.61, 283.364, -39009.9, 82.6335
0.113778, -3.89008e-07, -0.0106123, 160642, 161780, 1137.78, -884.358, -38900.8, 82.7294
0.13629, -3.87698e-07, 0.0281021, 160850, 162213, 1362.9, 2341.84, -38769.8, 82.8255
0.15886, -3.86816e-07, 0.0487801, 160850, 162439, 1588.6, 4065.01, -38681.6, 82.881
0.13916, -3.86249e-07, -0.0580842, 161047, 162439, 1391.6, -4840.35, -38624.9, 82.9217
0.137483, -3.84932e-07, -0.00210129, 161277, 162652, 1374.83, -175.107, -38493.2, 83.0176
0.13998, -3.83589e-07, 0.00312342, 161501, 162901, 1399.8, 260.285, -38358.9, 83.1135
0.167123, -3.81983e-07, 0.0339037, 161715, 163386, 1671.23, 2825.31, -38198.3, 83.2096
0.170911, -3.80341e-07, 0.00472923, 161950, 163659, 1709.11, 394.102, -38034.1, 83.3057
0.155544, -3.77353e-07, -0.00960048, 162617, 164172, 1555.44, -800.04, -37735.3, 83.4978
0.1836, -3.75951e-07, 0.0440829, 162617, 164453, 1836, 3673.57, -37595.1, 83.5741
0.1575, -3.75641e-07, -0.159259, 162878, 164453, 1575, -13271.5, -37564.1, 83.5938
0.179391, -3.7392e-07, 0.0273748, 163170, 164964, 1793.91, 2281.23, -37392, 83.6898
0.187207, -3.72122e-07, 0.00976599, 163386, 165258, 1872.07, 813.833, -37212.2, 83.7858
0.187207, -3.71425e-07, 0, 163386, 165258, 1872.07, 0, -37142.5, 83.823
0.215772, -3.70155e-07, 0.0582215, 163385, 165543, 2157.72, 4851.79, -37015.5, 83.8819
0.221674, -3.68028e-07, 0.00738046, 163509, 165726, 2216.74, 615.038, -36802.8, 83.9778
0.238752, -3.65735e-07, 0.0213372, 163821, 166209, 2387.52, 1778.1, -36573.5, 84.0739
0.259088, -3.64168e-07, 0.040362, 163821, 166412, 2590.88, 3363.5, -36416.8, 84.1344
0.248688, -3.63282e-07, -0.0350341, 163925, 166412, 2486.88, -2919.51, -36328.2, 84.17
0.227068, -3.61102e-07, -0.027026, 164308, 166579, 2270.68, -2252.17, -36110.2, 84.266
0.204347, -3.59138e-07, -0.0283634, 164730, 166773, 2043.47, -2363.62, -35913.8, 84.3621
0.179483, -3.57416e-07, -0.0310995, 165208, 167003, 1794.83, -2591.63, -35741.6, 84.458
0.145668, -3.56017e-07, -0.0422596, 165666, 167123, 1456.68, -3521.63, -35601.7, 84.5541
0.154749, -3.55279e-07, 0.0228405, 165666, 167213, 1547.49, 1903.38, -35527.9, 84.6018
0.102849, -3.54781e-07, -0.128489, 166185, 167213, 1028.49, -10707.4, -35478.1, 84.6502
0.0579039, -3.54225e-07, -0.0562388, 166678, 167257, 579.039, -4686.57, -35422.5, 84.7461
0.0619651, -3.53642e-07, 0.00517597, 166678, 167298, 619.651, 431.331, -35364.2, 84.8403
0.0263651, -3.53636e-07, -2.08746, 167034, 167298, 263.651, -173955, -35363.6, 84.8423
-0.00157523, -3.53651e-07, -0.0349664, 167306, 167290, -15.7523, -2913.87, -35365.1, 84.9382
-0.0294538, -3.53934e-07, -0.0348361, 167544, 167249, -294.538, -2903.01, -35393.4, 85.0343
-0.0372392, -3.54092e-07, -0.0220522, 167544, 167172, -372.392, -1837.68, -35409.2, 85.0766
-0.0577392, -3.54411e-07, -0.0445107, 167749, 167172, -577.392, -3709.22, -35441.1, 85.1319
-0.065003, -3.55025e-07, -0.00923131, 167755, 167105, -650.03, -769.276, -35502.5, 85.2263
-0.0753354, -3.55748e-07, -0.0129117, 167736, 166983, -753.354, -1075.98, -35574.8, 85.3224
-0.101865, -3.56487e-07, -0.0439355, 167736, 166717, -1018.65, -3661.29, -35648.7, 85.3948
0.0316345, -3.56412e-07, 0.675827, 166401, 166717, 316.345, 56319, -35641.2, 85.4185
0.0357258, -3.56069e-07, 0.00511975, 166189, 166546, 357.258, 426.646, -35606.9, 85.5144
0.0294213, -3.55786e-07, -0.00787702, 166046, 166340, 294.213, -656.418, -35578.6, 85.6105
0.0294213, -3.55717e-07, 0, 166046, 166340, 294.213, 0, -35571.7, 85.6342
0.0259819, -3.55529e-07, -0.00570846, 165875, 166135, 259.819, -475.705, -35552.9, 85.7065
0.00321197, -3.55498e-07, -0.0284485, 165675, 165707, 32.1197, -2370.71, -35549.8, 85.8025
-0.0109942, -3.55604e-07, -0.0177535, 165539, 165429, -109.942, -1479.46, -35560.4, 85.8985
-0.135709, -3.56906e-07, -0.155896, 166601, 165244, -1357.09, -12991.4, -35690.6, 85.9945
-0.17001, -3.58539e-07, -0.042854, 166653, 164953, -1700.1, -3571.17, -35853.9, 86.0906
-0.17001, -3.58718e-07, 0, 166653, 164953, -1700.1, 0, -35871.8, 86.1011
-0.201172, -3.60438e-07, -0.0437297, 166685, 164673, -2011.72, -3644.14, -36043.8, 86.1866
-0.252204, -3.6286e-07, -0.0637874, 166697, 164175, -2522.04, -5315.62, -36286, 86.2826
-0.282916, -3.64369e-07, -0.0690591, 166697, 163868, -2829.16, -5754.92, -36436.9, 86.336
-0.280216, -3.65571e-07, 0.00755877, 166670, 163868, -2802.16, 629.898, -36557.1, 86.3789
-0.281873, -3.68273e-07, -0.00207449, 166497, 163678, -2818.73, -172.874, -36827.3, 86.4747
-0.273808, -3.70907e-07, 0.0100639, 166113, 163375, -2738.08, 838.655, -37090.7, 86.5709
-0.273808, -3.70936e-07, 0, 166113, 163375, -2738.08, 0, -37093.6, 86.572
-0.282031, -3.73611e-07, -0.0104041, 165717, 162897, -2820.31, -867.006, -37361.1, 86.6668
-0.250126, -3.76011e-07, 0.0398967, 165159, 162658, -2501.26, 3324.73, -37601.1, 86.7628
-0.214674, -3.78073e-07, 0.0443004, 164540, 162393, -2146.74, 3691.7, -37807.3, 86.8588
-0.214674, -3.78808e-07, 0, 164540, 162393, -2146.74, 0, -37880.8, 86.8931
-0.180607, -3.79929e-07, 0.0658836, 164003, 162197, -1806.07, 5490.3, -37992.9, 86.9551
-0.147702, -3.81342e-07, 0.0412502, 163465, 161988, -1477.02, 3437.52, -38134.2, 87.0508
-0.186656, -3.82696e-07, -0.0644692, 163465, 161598, -1866.56, -5372.43, -38269.6, 87.1233
-0.132256, -3.8301e-07, 0.274749, 162921, 161598, -1322.56, 22895.8, -38301, 87.1471
-0.0968908, -3.83938e-07, 0.0442888, 162446, 161477, -968.908, 3690.73, -38393.8, 87.2429
-0.0771588, -3.8468e-07, 0.02465, 162085, 161313, -771.588, 2054.17, -38468, 87.339
-0.0557716, -3.85216e-07, 0.0267085, 161745, 161187, -557.716, 2225.71, -38521.6, 87.4351
-0.0444523, -3.85642e-07, 0.0141627, 161535, 161090, -444.523, 1180.22, -38564.2, 87.531
-0.0612801, -3.86019e-07, -0.0328065, 161535, 160922, -612.801, -2733.87, -38601.9, 87.5925
-0.0311801, -3.86127e-07, 0.103968, 161234, 160922, -311.801, 8664.04, -38612.7, 87.6273
0.000184581, -3.86126e-07, 0.0392429, 160878, 160880, 1.84581, 3270.24, -38612.6, 87.7232
0.00736147, -3.86055e-07, 0.00896866, 160777, 160851, 73.6147, 747.389, -38605.5, 87.8192
0.00736147, -3.86047e-07, 0, 160777, 160851, 73.6147, 0, -38604.7, 87.8306
0.0142955, -3.85926e-07, 0.00983956, 160703, 160846, 142.955, 819.963, -38592.6, 87.9152
0.0266918, -3.85669e-07, 0.0154939, 160598, 160865, 266.918, 1291.16, -38566.9, 88.0112
0.0327215, -3.8548e-07, 0.0125249, 160598, 160925, 327.215, 1043.74, -38548, 88.069
0.0415215, -3.85321e-07, 0.0275494, 160510, 160925, 415.215, 2295.78, -38532.1, 88.1073
0.0380686, -3.84956e-07, -0.00431649, 160590, 160971, 380.686, -359.707, -38495.6, 88.2033
0.0466784, -3.84508e-07, 0.0107619, 160601, 161068, 466.784, 896.829, -38450.8, 88.2993
0.0568384, -3.8403e-07, 0.0144959, 160601, 161169, 568.384, 1207.99, -38403, 88.3834
0.0551384, -3.83963e-07, -0.0169091, 160618, 161169, 551.384, -1409.09, -38396.3, 88.3955
0.0753941, -3.8324e-07, 0.0253521, 160668, 161422, 753.941, 2112.68, -38324, 88.4914
0.0844558, -3.80807e-07, 0.00377389, 160934, 161779, 844.558, 314.491, -38080.7, 88.7795
0.122027, -3.79889e-07, 0.0599514, 160934, 162154, 1220.27, 4995.95, -37988.9, 88.8547
0.110527, -3.79657e-07, -0.0656543, 161049, 162154, 1105.27, -5471.2, -37965.7, 88.8757
0.14675, -3.78251e-07, 0.0453663, 161209, 162677, 1467.5, 3780.53, -37825.1, 88.9715
0.159688, -3.76717e-07, 0.0161619, 161327, 162924, 1596.88, 1346.83, -37671.7, 89.0676
0.188885, -3.74903e-07, 0.0364912, 161326, 163215, 1888.85, 3040.93, -37490.3, 89.1636
0.203128, -3.72952e-07, 0.0177929, 161380, 163411, 2031.28, 1482.74, -37295.2, 89.2597
0.233801, -3.70976e-07, 0.0435451, 161380, 163718, 2338.01, 3628.76, -37097.6, 89.3442
0.210001, -3.70732e-07, -0.245713, 161618, 163718, 2100.01, -20476.1, -37073.2, 89.3558
0.222158, -3.68603e-07, 0.0152245, 161971, 164193, 2221.58, 1268.71, -36860.3, 89.4516
0.218849, -3.665e-07, -0.00413255, 162321, 164509, 2188.49, -344.379, -36650, 89.5477
0.218849, -3.65719e-07, 0, 162321, 164509, 2188.49, 0, -36571.9, 89.5834
0.211856, -3.64435e-07, -0.0138502, 162695, 164814, 2118.56, -1154.19, -36443.5, 89.644
0.185437, -3.62656e-07, -0.0330432, 163167, 165021, 1854.37, -2753.6, -36265.6, 89.7399
0.214951, -3.60917e-07, 0.0437842, 163167, 165317, 2149.51, 3648.68, -36091.7, 89.8208
0.178551, -3.60645e-07, -0.286588, 163531, 165317, 1785.51, -23882.4, -36064.5, 89.8361
0.219832, -3.58539e-07, 0.051706, 163590, 165788, 2198.32, 4308.83, -35853.9, 89.9319
0.202202, -3.56597e-07, -0.0220288, 164004, 166026, 2022.02, -1835.74, -35659.7, 90.0279
0.188038, -3.54791e-07, -0.0176963, 164401, 166281, 1880.38, -1474.69, -35479.1, 90.124
0.188038, -3.54447e-07, 0, 164401, 166281, 1880.38, 0, -35444.7, 90.1423
0.171101, -3.53115e-07, -0.026105, 164742, 166453, 1711.01, -2175.42, -35311.5, 90.2201
0.189371, -3.51299e-07, 0.0228634, 164898, 166792, 1893.71, 1905.29, -35129.9, 90.316
0.206628, -3.50063e-07, 0.0346015, 164898, 166964, 2066.28, 2883.46, -35006.3, 90.3759
0.214128, -3.49282e-07, 0.0246912, 164823, 166964, 2141.28, 2057.6, -34928.2, 90.4123
0.177829, -3.47579e-07, -0.0454861, 165273, 167051, 1778.29, -3790.5, -34757.9, 90.5081
0.157166, -3.46071e-07, -0.0258375, 165607, 167179, 1571.66, -2153.13, -34607.1, 90.604
0.136846, -3.44756e-07, -0.0253745, 165926, 167294, 1368.46, -2114.55, -34475.6, 90.7001
0.108225, -3.43716e-07, -0.0357305, 166245, 167327, 1082.25, -2977.54, -34371.6, 90.7963
0.109226, -3.43201e-07, 0.00255025, 166245, 167337, 1092.26, 212.521, -34320.1, 90.8434
0.0672263, -3.42871e-07, -0.102758, 166665, 167337, 672.263, -8563.13, -34287.1, 90.8924
0.0284506, -3.42598e-07, -0.0485371, 167035, 167320, 284.506, -4044.76, -34259.8, 90.9883
0.024524, -3.42373e-07, -0.00512781, 167035, 167280, 245.24, -427.317, -34237.3, 91.0802
-0.000176006, -3.42373e-07, -0.716357, 167282, 167280, -1.76006, -59696.4, -34237.3, 91.0843
-0.0347654, -3.42707e-07, -0.0432405, 167480, 167132, -347.654, -3603.37, -34270.7, 91.1803
-0.0619882, -3.43302e-07, -0.034016, 167641, 167021, -619.882, -2834.66, -34330.2, 91.2763
-0.0769421, -3.43625e-07, -0.042707, 167641, 166872, -769.421, -3558.92, -34362.5, 91.3184
-0.0882421, -3.44104e-07, -0.025019, 167754, 166872, -882.421, -2084.92, -34410.4, 91.3726
-0.098415, -3.45047e-07, -0.0127368, 167738, 166754, -984.15, -1061.4, -34504.7, 91.4684
-0.10391, -3.46045e-07, -0.00686655, 167602, 166563, -1039.1, -572.212, -34604.5, 91.5644
-0.143334, -3.47037e-07, -0.0683612, 167602, 166169, -1433.34, -5696.76, -34703.7, 91.6336
-0.0269337, -3.47109e-07, 0.519648, 166438, 166169, -269.337, 43304, -34710.9, 91.6605
-0.0288419, -3.47386e-07, -0.00238589, 166252, 165964, -288.419, -198.824, -34738.6, 91.7565
-0.03269, -3.477e-07, -0.00480782, 166030, 165703, -326.9, -400.652, -34770, 91.8525
-0.0361898, -3.48047e-07, -0.00437714, 165822, 165460, -361.898, -364.761, -34804.7, 91.9485
-0.0630388, -3.48653e-07, -0.0335336, 165613, 164983, -630.388, -2794.46, -34865.3, 92.0446
-0.0932514, -3.4921e-07, -0.060688, 165613, 164680, -932.514, -5057.34, -34921, 92.1043
-0.0645514, -3.49445e-07, 0.094476, 165326, 164680, -645.514, 7873, -34944.5, 92.1408
-0.0550743, -3.49973e-07, 0.011858, 165033, 164482, -550.743, 988.165, -34997.3, 92.2367
-0.0797123, -3.50738e-07, -0.0308023, 164977, 164180, -797.123, -2566.86, -35073.8, 92.3327
-0.0797123, -3.50803e-07, 0, 164977, 164180, -797.123, 0, -35080.3, 92.3407
-0.0993386, -3.51679e-07, -0.0267113, 164909, 163916, -993.386, -2225.95, -35167.9, 92.4289
-0.132791, -3.52951e-07, -0.0418916, 164744, 163416, -1327.91, -3490.97, -35295.1, 92.5247
-0.161942, -3.53764e-07, -0.069666, 164744, 163125, -1619.42, -5805.5, -35376.4, 92.5749
-0.143042, -3.54422e-07, 0.0493148, 164555, 163125, -1430.42, 4109.57, -35442.2, 92.6209
-0.159861, -3.55955e-07, -0.0210451, 164532, 162933, -1598.61, -1753.76, -35595.5, 92.7168
-0.166733, -3.5756e-07, -0.0085682, 164330, 162663, -1667.33, -714.016, -35756, 92.8131
-0.166733, -3.57777e-07, 0, 164330, 162663, -1667.33, 0, -35777.7, 92.8261
