time, q1, q2, q3, tx, ty, cx, cy, px, py
2023-06-29 10:52:18, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:19, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:19, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:20, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:20, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:21, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:21, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:22, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:22, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:23, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:24, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:24, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:25, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:25, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:26, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:26, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:27, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:27, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:28, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:28, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:29, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:29, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:30, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:30, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:31, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:31, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:32, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:32, 2.5198191075668133, 3.0436142327059614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:33, 2.5197209327963885, 3.040767164363646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:33, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:34, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:34, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:35, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:35, 2.5198191075668133, 3.0431233588538382, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:36, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:36, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:37, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:37, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:38, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:38, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:52:39, 2.5198191075668133, 3.043221533624263, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
