time, q1, q2, q3, tx, ty, cx, cy, px, py
2023-06-29 10:23:15, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:16, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:16, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:17, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:17, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:18, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:18, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:19, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:19, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:20, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:20, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:21, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:21, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:22, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:22, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:23, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2023-06-29 10:23:23, 2.6179938779914944, 3.141592653589793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
