time, q1, q2, q3, tx, ty, cx, cy, px, py
2023-06-27 15:02:55, 5.0155199465326294, 4.58613622561855, 0.0, 0.1625, -0.12708333333333333, 0.13283125900472229, 0.15783624502100743, -0.7891812251050372, -0.6641562950236114
2023-06-27 15:02:55, 5.0155199465326294, 4.58613622561855, 0.0, 0.1625, -0.12708333333333333, 0.13283125900472229, 0.15783624502100743, -0.7891812251050372, -0.6641562950236114
2023-06-27 15:02:55, 5.0155199465326294, 4.58613622561855, 0.0, 0.1625, -0.12708333333333333, 0.13283125900472229, 0.15783624502100743, -0.7891812251050372, -0.6641562950236114
2023-06-27 15:02:55, 5.0155199465326294, 4.58613622561855, 0.0, 0.1625, -0.12708333333333333, 0.13283125900472229, 0.15783624502100743, -0.7891812251050372, -0.6641562950236114
2023-06-27 15:02:55, 5.0155199465326294, 4.58613622561855, 0.0, 0.1625, -0.12708333333333333, 0.13283125900472229, 0.15783624502100743, -0.7891812251050372, -0.6641562950236114
2023-06-27 15:02:55, 5.0155199465326294, 4.58613622561855, 0.0, 0.1625, -0.12708333333333333, 0.13283125900472229, 0.15783624502100743, -0.7891812251050372, -0.6641562950236114
2023-06-27 15:02:56, 5.0155199465326294, 4.58613622561855, 0.0, 0.1609375, -0.12708333333333333, 0.13277520388569475, 0.15627475084118134, -0.7813737542059067, -0.6638760194284737
2023-06-27 15:02:56, 5.0155199465326294, 4.58613622561855, 0.0, 0.1625, -0.12708333333333333, 0.13283125900472229, 0.15783624502100743, -0.7891812251050372, -0.6641562950236114
2023-06-27 15:02:56, 5.0155199465326294, 4.58613622561855, 0.0, 0.1609375, -0.12708333333333333, 0.13277520388569475, 0.15627475084118134, -0.7813737542059067, -0.6638760194284737
2023-06-27 15:02:56, 5.0155199465326294, 4.58613622561855, 0.0, 0.1625, -0.12708333333333333, 0.13283125900472229, 0.15783624502100743, -0.7891812251050372, -0.6641562950236114
2023-06-27 15:02:56, 5.0155199465326294, 4.58613622561855, 0.0, 0.1625, -0.12708333333333333, 0.13283125900472229, 0.15783624502100743, -0.7891812251050372, -0.6641562950236114
2023-06-27 15:02:56, 5.0155199465326294, 4.58613622561855, 0.0, 0.1625, -0.12708333333333333, 0.13283125900472229, 0.15783624502100743, -0.7891812251050372, -0.6641562950236114
2023-06-27 15:02:56, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:56, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:56, 5.0155199465326294, 4.58613622561855, 0.0, 0.1625, -0.12708333333333333, 0.1620290540885743, 0.12768323790644165, -0.6384161895322082, -0.8101452704428714
2023-06-27 15:02:57, 5.0155199465326294, 4.58613622561855, 0.0, 0.165625, -0.12708333333333333, 0.16277095955108564, 0.13071889290737568, -0.6535944645368784, -0.8138547977554282
2023-06-27 15:02:57, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:57, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:57, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:57, 5.0155199465326294, 4.58613622561855, 0.0, 0.165625, -0.12708333333333333, 0.16277095955108564, 0.13071889290737568, -0.6535944645368784, -0.8138547977554282
2023-06-27 15:02:57, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:57, 5.0155199465326294, 4.58613622561855, 0.0, 0.165625, -0.12708333333333333, 0.16277095955108564, 0.13071889290737568, -0.6535944645368784, -0.8138547977554282
2023-06-27 15:02:57, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:57, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:57, 5.0155199465326294, 4.58613622561855, 0.0, 0.165625, -0.12708333333333333, 0.16277095955108564, 0.13071889290737568, -0.6535944645368784, -0.8138547977554282
2023-06-27 15:02:58, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:58, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:58, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:58, 5.0155199465326294, 4.58613622561855, 0.0, 0.165625, -0.12708333333333333, 0.16277095955108564, 0.13071889290737568, -0.6535944645368784, -0.8138547977554282
2023-06-27 15:02:58, 5.0155199465326294, 4.58613622561855, 0.0, 0.165625, -0.12708333333333333, 0.16277095955108564, 0.13071889290737568, -0.6535944645368784, -0.8138547977554282
2023-06-27 15:02:58, 5.0155199465326294, 4.58613622561855, 0.0, 0.165625, -0.12708333333333333, 0.16277095955108564, 0.13071889290737568, -0.6535944645368784, -0.8138547977554282
2023-06-27 15:02:58, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:58, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:58, 5.0155199465326294, 4.58613622561855, 0.0, 0.165625, -0.12708333333333333, 0.16277095955108564, 0.13071889290737568, -0.6535944645368784, -0.8138547977554282
2023-06-27 15:02:58, 5.0155199465326294, 4.58613622561855, 0.0, 0.1640625, -0.12708333333333333, 0.16240000681982997, 0.12920106540690868, -0.6460053270345434, -0.8120000340991498
2023-06-27 15:02:59, 5.0155199465326294, 4.58613622561855, 0.0, 0.165625, -0.12708333333333333, 0.16277095955108564, 0.13071889290737568, -0.6535944645368784, -0.8138547977554282
2023-06-27 15:02:59, 5.0155199465326294, 4.58613622561855, 0.0, 0.165625, -0.12708333333333333, 0.16277095955108564, 0.13071889290737568, -0.6535944645368784, -0.8138547977554282
2023-06-27 15:02:59, 5.0155199465326294, 4.58613622561855, 0.0, 0.165625, -0.12708333333333333, 0.16277095955108564, 0.13071889290737568, -0.6535944645368784, -0.8138547977554282
